"","year","country_name","country_name_short","vot_cd","vot_ci","vot_ei","vot_ed","lab_left","lab_right","start_date","left_cabin","gdp_per","pol_pol","pol_viol","pub_serv_rural","urb_pop","avr_educ","age_stand_death","total_death","total_death_rate","per_foreign_pop","var_lab_right","var_lab_left","prev_left_cab","var_gdp","var_death","var_tot_death"
"1",1946,"Australia","AUS",19.65,18.5666666666667,1.5,0,9.1,14.55,1946-11-01,"1",9.26,1.667,0.667,2.5,3815.632,9.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1949,"Australia","AUS",25.05,46,0,0,13,5.25,1949-12-19,"0",9.35,1.667,0.667,2.5,3971.908,9.398,NA,NA,NA,NA,-9.3,3.9,"1",0.0899999999999999,NA,NA
"3",1951,"Australia","AUS",25.1,47.7,0,0,8.15,3.8,1951-05-11,"0",9.39,1.75,0.75,2.5,4208.62,9.509,NA,NA,NA,NA,-1.45,-4.85,"0",0.0400000000000009,NA,NA
"4",1954,"Australia","AUS",23.5,50.1,0,0,17.7,9.55,1954-07-09,"0",9.43,1.75,0.75,2.5,4762.48,9.686,NA,NA,NA,NA,5.75,9.55,"0",0.0399999999999991,NA,NA
"5",1955,"Australia","AUS",23.8,24.9,0,0,17.45,5.175,1956-01-11,"0",9.46,1.75,0.75,2.5,4947.1,9.745,NA,NA,NA,NA,-4.375,-0.25,"0",0.0300000000000011,NA,NA
"6",1958,"Australia","AUS",23.2,26.15,0,0,19.75,4.95,1958-12-10,"0",9.49,1.75,0.75,2.5,5500.96,9.922,NA,NA,NA,NA,-0.225000000000001,2.3,"0",0.0299999999999994,NA,NA
"7",1961,"Australia","AUS",21,28.35,0,0,0,8.8,1961-12-22,"0",9.53,1.75,0.75,2.625,6054.82,10.103,NA,NA,NA,NA,3.85,-19.75,"0",0.0399999999999991,NA,NA
"8",1963,"Australia","AUS",23,26.45,0,0,10.65,2.95,1963-12-18,"0",9.61,1.75,0.75,2.75,6424.06,10.229,NA,NA,NA,NA,-5.85,10.65,"0",0.0800000000000001,NA,NA
"9",1966,"Australia","AUS",24.95,23.65,0,0,15.45,2.9,1966-12-14,"0",9.7,1.75,0.75,2.75,6977.92,10.418,NA,NA,NA,NA,-0.0499999999999994,4.8,"0",0.0899999999999999,NA,NA
"10",1969,"Australia","AUS",21.7,26.5,0,0,16.7,4.7,1969-11-12,"0",9.82,2,0.75,2.75,7531.78,10.607,NA,NA,NA,NA,1.8,1.25,"0",0.120000000000001,NA,NA
"11",1972,"Australia","AUS",14.6,27.4,0,0,14.95,5.25,1972-12-19,"1",9.89,2.25,0.75,2.875,8085.64,10.926,NA,NA,NA,NA,0.55,-1.75,"0",0.0700000000000003,NA,NA
"12",1974,"Australia","AUS",16,25.35,0,0,9.7,5.33333333333333,1974-06-12,"1",9.94,2.25,0.75,3,8454.88,11.182,NA,NA,NA,NA,0.083333333333333,-5.25,"1",0.0499999999999989,NA,NA
"13",1975,"Australia","AUS",17.6666666666667,22.05,0,0,11.1,6.86666666666667,1975-12-22,"0",9.95,2.25,0.75,3,8639.5,11.31,NA,NA,NA,NA,1.53333333333333,1.4,"1",0.00999999999999979,NA,NA
"14",1977,"Australia","AUS",16.0333333333333,16.8,0,0,14.6,3,1977-12-20,"0",9.98,2.25,0.75,3,9008.74,11.566,NA,NA,NA,NA,-3.86666666666667,3.5,"0",0.0300000000000011,NA,NA
"15",1980,"Australia","AUS",23.15,25.85,0,0,0,7.8,1980-11-03,"0",10.04,2.25,0.75,3,9562.6,11.95,NA,NA,NA,NA,4.8,-14.6,"0",0.0599999999999987,NA,NA
"16",1983,"Australia","AUS",21.7,27.25,0,0,0,0.5,1983-03-11,"1",10.03,2.25,0.75,3,10116.46,12.184,NA,NA,NA,NA,-7.3,0,"0",-0.00999999999999979,NA,NA
"17",1984,"Australia","AUS",15,26.45,0,0,0,0.0666666666666667,1984-12-13,"1",10.09,2.25,0.75,3,10301.08,12.262,NA,NA,NA,NA,-0.433333333333333,0,"1",0.0600000000000005,NA,NA
"18",1987,"Australia","AUS",22.9,25.9,0,0,2.5,0.2,1987-07-24,"1",10.16,2.25,0.75,3,10854.94,12.496,NA,NA,NA,NA,0.133333333333333,2.5,"1",0.0700000000000003,NA,NA
"19",1990,"Australia","AUS",14.7333333333333,25.35,1.4,0,0.4,0.2,1990-04-04,"1",10.22,2.25,0.75,3,11408.8,12.73,2.1,369,2.17,NA,0,-2.1,"1",0.0600000000000005,NA,NA
"20",1993,"Australia","AUS",22,24.35,1.9,0,2.801,0.7075,1993-03-24,"1",10.26,2,0.75,3,11962.66,12.808,1.91,348,1.97,NA,0.5075,2.401,"1",0.0399999999999991,-0.19,-21
"21",1996,"Australia","AUS",15.7666666666667,22.8,2.9,0,3.232,4.524,1996-03-11,"0",10.37,2.25,0.75,3,12516.52,12.886,1.83,343,1.89,NA,3.8165,0.431,"1",0.109999999999999,-0.0799999999999998,-5
"22",1998,"Australia","AUS",19.6,22.6,2.6,8.4,0,0.9175,1998-10-21,"0",10.44,2.25,0.75,3,12885.76,12.938,1.8,344,1.85,NA,-3.6065,-3.232,"0",0.0700000000000003,-0.03,1
"23",2001,"Australia","AUS",14.3333333333333,21.6,5,4.3,0.958,2.04333333333333,2001-11-26,"0",10.53,2.5,0.75,3,NA,13.005,1.66,326,1.7,NA,1.12583333333333,0.958,"0",0.0899999999999999,-0.14,-18
"24",2004,"Australia","AUS",12.175,19.4,7.2,1.2,2.7465,1.0835,2004-10-26,"0",10.62,2.5,0.75,3,NA,13.05,1.46,298,1.5,NA,-0.959833333333334,1.7885,"0",0.0899999999999999,-0.2,-28
"25",2007,"Australia","AUS",14.6,43.4,7.8,0,4.2945,2.838,2007-12-03,"1",10.69,2.5,0.75,3,NA,13.095,1.43,306,1.47,NA,1.7545,1.548,"0",0.0700000000000003,-0.03,8
"26",2010,"Australia","AUS",9.174,37.99,11.76,0,2.17733333333333,0,2010-09-14,"1",10.72,2.5,0.75,3,NA,13.14,1.37,313,1.42,NA,-2.838,-2.11716666666667,"1",0.0300000000000011,-0.0599999999999998,7
"27",2013,"Australia","AUS",8.74166666666667,17.21,8.65,0,2.16525,0.35975,2013-09-18,"0",10.76,2.5,0.75,3,NA,13.14,1.27,304,1.32,NA,0.35975,-0.0120833333333334,"1",0.0399999999999991,-0.1,-9
"28",2016,"Australia","AUS",7.74166666666667,17.635,10.23,1.29,5.2204,6.25,2016-07-19,"0",10.8,2.5,0.75,3,NA,13.14,1.25,315,1.31,NA,5.89025,3.05515,"0",0.0400000000000009,-0.02,11
"29",1949,"Austria","AUT",44,38.7,5.1,11.7,3.4,0.9,1949-11-08,"0",8.57,2.222,1,3.667,2472.54,6.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1953,"Austria","AUT",41.3,42.1,5.3,10.9,2.55,2.4,1953-04-02,"0",8.79,1.778,0.667,3.667,2501.08,7.121,NA,NA,NA,NA,1.5,-0.849999999999999,"0",0.219999999999999,NA,NA
"31",1956,"Austria","AUT",46,43,4.4,6.5,2.1,0,1956-06-29,"0",9.06,1.778,0.667,3.667,2520.16,7.442,NA,NA,NA,NA,-2.4,-0.450000000000001,"0",0.270000000000001,NA,NA
"32",1959,"Austria","AUT",44.2,44.8,3.3,7.7,1,1,1959-07-16,"0",9.17,1.778,0.667,3.667,2539.24,7.763,NA,NA,NA,NA,1,-1.1,"0",0.109999999999999,NA,NA
"33",1962,"Austria","AUT",45.4,44,3,7,0.7,0,1962-11-18,"0",9.31,1.778,0.667,3.667,2558.32,8.092,NA,NA,NA,NA,-1,-0.3,"0",0.140000000000001,NA,NA
"34",1966,"Austria","AUT",48.35,42.56,0,4.315,1.65,0,1966-04-19,"0",9.47,1.889,0.667,3.667,2583.76,8.536,NA,NA,NA,NA,0,0.95,"0",0.16,NA,NA
"35",1970,"Austria","AUT",44.7,48.4,1,5.5,0.9,0,1970-04-21,"1",9.65,1.444,0.667,4,2609.2,8.98,NA,NA,NA,NA,0,-0.75,"0",0.18,NA,NA
"36",1971,"Austria","AUT",43.1,50,1.4,5.5,4.05,0,1971-11-04,"1",9.7,1.444,0.667,4,2615.56,9.087,NA,NA,NA,NA,0,3.15,"1",0.0499999999999989,NA,NA
"37",1975,"Austria","AUT",42.9,50.4,1.2,5.4,0.7,1,1975-10-28,"1",9.83,1.444,0.667,4,2641,9.515,NA,NA,NA,NA,1,-3.35,"1",0.130000000000001,NA,NA
"38",1979,"Austria","AUT",41.9,51,1,6.1,1.76666666666667,0,1979-06-05,"1",9.97,1.333,0.667,4,2666.44,9.943,NA,NA,NA,NA,-1,1.06666666666667,"1",0.140000000000001,NA,NA
"39",1983,"Austria","AUT",43.2,47.6,1.7,5,1.6,1.8,1983-05-24,"1",10.04,1.333,0.556,4,2691.88,10.266,NA,NA,NA,NA,1.8,-0.166666666666667,"1",0.0699999999999985,NA,NA
"40",1986,"Austria","AUT",41.3,43.1,2.75,9.7,4.16666666666667,0,1987-01-21,"1",10.09,1.333,0.556,4,2710.96,10.482,NA,NA,NA,NA,-1.8,2.56666666666667,"1",0.0500000000000007,NA,NA
"41",1990,"Austria","AUT",32.1,42.8,3.4,16.6,2.25,1.3,1990-12-17,"1",10.2,1.444,0.556,4,2736.4,10.77,1.49,118,1.54,NA,1.3,-1.91666666666667,"1",0.109999999999999,NA,NA
"42",1994,"Austria","AUT",27.7,20.45,7.3,22.5,2.31,0.14925,1994-11-29,"1",10.27,1.444,0.667,4,2761.84,10.958,1.3,107,1.35,NA,-1.15075,0.0600000000000001,"1",0.0700000000000003,-0.19,-11
"43",1995,"Austria","AUT",28.3,21.8,4.8,21.9,0,0.5406,1996-03-12,"1",10.3,1.444,0.667,4,2768.2,11.005,1.23,102,1.28,NA,0.39135,-2.31,"1",0.0300000000000011,-0.0700000000000001,-5
"44",1999,"Austria","AUT",19.7033333333333,17.8175,8.345,25.15,7.99933333333333,0.721,1999-10-03,"1",10.42,1.444,0.333,4,2793.64,11.193,1.04,87,1.09,NA,0.1804,7.99933333333333,"1",0.119999999999999,-0.19,-15
"45",2002,"Austria","AUT",42.3,18.745,9.47,10.01,6.2532,0,2002-11-24,"0",10.49,1.778,0.333,4,NA,11.292,0.96,82,1.02,9.1,-0.721,-1.74613333333333,"1",0.0700000000000003,-0.0800000000000001,-5
"46",2006,"Austria","AUT",34.3,19.05,6.05,7.55,4.8144,0,2007-01-11,"1",10.57,1.778,0.333,4,NA,11.396,0.89,78,0.95,9.6,0,-1.4388,"0",0.0800000000000001,-0.07,-4
"47",2008,"Austria","AUT",25.98,11.0366666666667,10.43,14.12,5.54683333333333,0,2008-12-02,"1",10.62,1.778,0.333,4,NA,11.448,0.84,75,0.9,10,0,0.732433333333334,"1",0.0499999999999989,-0.05,-3
"48",2013,"Austria","AUT",11.5666666666667,26.8,6.7,12,6.09,3.064,2013-12-16,"1",10.63,1.778,0.333,4,NA,11.5,0.75,70,0.83,11.8,3.064,0.543166666666666,"1",0.0100000000000016,-0.09,-5
"49",2017,"Austria","AUT",18.4,26.9,4.1,26,5.24875,4.5265,2017-12-18,"0",10.65,2,0.333,4,NA,11.5,NA,NA,NA,15.4,1.4625,-0.84125,"1",0.0199999999999996,NA,NA
"50",1946,"Belgium","BEL",25.72,1.6,22.145,0,5,0.95,1946-03-13,"1",8.89,2.429,1.714,2.571,2182.68,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1949,"Belgium","BEL",20.2833333333333,0,18.625,0,1,3.25,1949-08-11,"0",9.02,2.143,1.571,2.571,2203.92,6.52,NA,NA,NA,NA,2.3,-4,"1",0.129999999999999,NA,NA
"52",1950,"Belgium","BEL",29.465,1.77,19.6,0,9.5,1.55,1950-06-08,"0",9.07,2.125,1.571,3.143,2211,6.56,NA,NA,NA,NA,-1.7,8.5,"0",0.0500000000000007,NA,NA
"53",1954,"Belgium","BEL",14.05,2.1,20.45,0,4,1.34566666666667,1954-04-22,"1",9.17,2,1,3.143,2302.6,6.84,NA,NA,NA,NA,-0.204333333333333,-5.5,"0",0.0999999999999996,NA,NA
"54",1958,"Belgium","BEL",19.8666666666667,2.1,18.85,0,3.035,1.073,1958-06-23,"0",9.24,2,1,3.143,2394.2,7.12,NA,NA,NA,NA,-0.272666666666667,-0.965,"1",0.0700000000000003,NA,NA
"55",1961,"Belgium","BEL",14.535,0,19.89,0,3.15,4.216,1961-04-25,"0",9.36,2,1.143,3.429,2462.9,7.325,NA,NA,NA,NA,3.143,0.115,"0",0.119999999999999,NA,NA
"56",1965,"Belgium","BEL",16.0125,0,16.44,0,3.459,0.8335,1965-07-27,"0",9.52,1.75,0.857,3.429,2554.5,7.585,NA,NA,NA,NA,-3.3825,0.309,"0",0.16,NA,NA
"57",1968,"Belgium","BEL",12.98,0,11.5666666666667,0,1.0275,2.163,1968-06-17,"0",9.62,2,1.286,3.429,2623.2,7.78,NA,NA,NA,NA,1.3295,-2.4315,"0",0.0999999999999996,NA,NA
"58",1971,"Belgium","BEL",8.87714285714286,0,12.3333333333333,0,1.138,0.256,1972-01-21,"0",9.77,1.625,1.143,3.429,2691.9,8.017,NA,NA,NA,NA,-1.907,0.1105,"0",0.15,NA,NA
"59",1974,"Belgium","BEL",10.4666666666667,0,9.025,0,1.32433333333333,0,1974-04-25,"0",9.91,1.625,1.143,3.429,2760.6,8.338,NA,NA,NA,NA,-0.256,0.186333333333333,"0",0.140000000000001,NA,NA
"60",1977,"Belgium","BEL",10.9666666666667,0,8.2775,0,1.02885714285714,2.0025,1977-06-03,"0",9.95,1.75,1.143,3.429,2829.3,8.659,NA,NA,NA,NA,2.0025,-0.29547619047619,"0",0.0399999999999991,NA,NA
"61",1978,"Belgium","BEL",10.6,12.4,4.995,1.15,1.759,0.395857142857143,1979-04-03,"0",9.98,1.75,1.143,3.429,2852.2,8.766,NA,NA,NA,NA,-1.60664285714286,0.730142857142857,"0",0.0300000000000011,NA,NA
"62",1981,"Belgium","BEL",10.0333333333333,12.4,3.695,1.9,2.24414285714286,0.1446,1981-12-17,"0",10.03,1.625,1,3.714,2920.9,9.076,NA,NA,NA,NA,-0.251257142857143,0.485142857142857,"0",0.0499999999999989,NA,NA
"63",1985,"Belgium","BEL",9.87833333333333,14.55,5.2975,1.28,2.578,0.1166,1985-11-28,"0",10.08,1.625,1,3.714,3012.5,9.46,NA,NA,NA,NA,-0.028,0.333857142857143,"0",0.0500000000000007,NA,NA
"64",1987,"Belgium","BEL",9.615,14.91,5.8875,1.9,1.952125,0,1988-05-09,"0",10.12,1.625,0.714,3.714,3058.3,9.652,NA,NA,NA,NA,-0.1166,-0.625875,"0",0.0399999999999991,NA,NA
"65",1991,"Belgium","BEL",7.88571428571429,12,5.9975,3.8,3.7901,2.46,1991-11-24,"0",10.23,1.375,0.571,4,3149.9,10.019,2.47,255,2.55,NA,2.46,1.837975,"0",0.110000000000001,NA,NA
"66",1995,"Belgium","BEL",10.602,12.6,5.2275,5.055,3.4793,0,1995-06-23,"0",10.29,1.25,0.571,4,3241.5,10.335,2.01,213,2.1,NA,-2.46,-0.3108,"0",0.0599999999999987,-0.46,-42
"67",1999,"Belgium","BEL",7.99461538461538,9.195,8.32333333333333,5.5575,1.278,0.402,1999-07-12,"0",10.39,1.25,0.571,4,3333.1,10.651,2.03,219,2.14,NA,0.402,-2.2013,"0",0.100000000000001,0.02,6
"68",2003,"Belgium","BEL",9.708,14.91,6.18333333333333,6.785,1.66775,3.9915,2003-07-12,"0",10.45,1.25,0.571,3.875,NA,10.898,1.71,188,1.82,8.2,3.5895,0.38975,"0",0.0599999999999987,-0.32,-31
"69",2007,"Belgium","BEL",10.592,10.26,5.195,7,4.848875,3.6768,2007-06-10,"0",10.55,1.375,0.571,3.875,NA,11.122,1.52,172,1.61,8.7,-0.3147,3.181125,"0",0.100000000000001,-0.19,-16
"70",2010,"Belgium","BEL",7.89857142857143,9.24,6.1075,7.76,3.5855,6.0132,2010-06-13,"0",10.54,1.625,0.571,3.875,NA,11.29,1.41,164,1.5,9.7,2.3364,-1.263375,"0",-0.0100000000000016,-0.11,-8
"71",2014,"Belgium","BEL",7.96,8.565,6.14375,2.47,6.516,4.5195,2014-05-25,"1",10.55,1.625,0.571,3.875,NA,11.29,1.29,155,1.38,11.3,-1.4937,2.9305,"0",0.0100000000000016,-0.12,-9
"72",2019,"Belgium","BEL",6.84357142857143,6.58,7.95,12,7.088,4.0505,2019-05-26,"0",NA,1.625,0.5,3.875,NA,11.29,NA,NA,NA,12.3,-0.468999999999999,0.572,"1",NA,NA,NA
"73",1991,"Bulgaria","BGR",9.158,5.375,33.14,1.13,0.787,2.81433333333333,1991-11-05,"0",9.03,2.4,1.1,2.5,2781.24,9.702,3.91,357,4.1,NA,NA,NA,NA,NA,NA,NA
"74",1994,"Bulgaria","BGR",7.678,4.615,22.505,0,2.105,1.21016666666667,1995-01-26,"1",9.01,2.6,0.8,2.5,2870.16,10.008,4.49,401,4.76,NA,-1.60416666666667,1.318,"0",-0.0199999999999996,0.58,44
"75",1997,"Bulgaria","BGR",27.21,6.585,11.87,0,0,3.305875,1997-05-21,"0",8.98,2.9,1.2,2.5,2959.08,10.314,4.36,387,4.71,NA,2.09570833333333,-2.105,"1",-0.0299999999999994,-0.13,-14
"76",2001,"Bulgaria","BGR",16.9975,7.45,17.15,0,0.378,0.205333333333333,2001-07-24,"0",9.09,1.8,0.4,2.333,NA,10.686,3.37,300,3.77,NA,-3.10054166666667,0.378,"0",0.109999999999999,-0.99,-87
"77",2005,"Bulgaria","BGR",9.466,7.055,16.95,0,4.1142,0.877,2005-08-17,"1",9.37,1.6,0.7,2.333,NA,10.95,2.93,260,3.38,NA,0.671666666666667,3.7362,"0",0.279999999999999,-0.44,-40
"78",2009,"Bulgaria","BGR",11.1181818181818,14.295,18.1,4.4,0,1.6592,2009-07-27,"0",9.57,1.7,0.5,2.333,NA,11.214,2.68,233,3.12,NA,0.7822,-4.1142,"1",0.200000000000001,-0.25,-27
"79",2014,"Bulgaria","BGR",12.779125,8.294,17.1675,5.165,2.6465,1.205,2014-11-07,"0",9.66,1.9,0.7,2,NA,11.28,2.3,200,2.75,NA,-0.4542,2.6465,"0",0.0899999999999999,-0.38,-33
"80",2017,"Bulgaria","BGR",8.23,5.415,27.93,5.21,0,1.7756,2017-05-04,"0",9.78,2,0.7,2,NA,11.28,NA,NA,NA,NA,0.5706,-2.6465,"0",0.119999999999999,NA,NA
"81",1945,"Canada","CAN",18.335,0,8.89,0,2.43333333333333,4.2,1945-06-11,"0",9.34,1,0.4,1.833,4196.1,8.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",1949,"Canada","CAN",16.524,0,13.38,0,2.75,1.4,1949-06-27,"0",9.33,0.857,0.4,1.833,4479.22,9.118,NA,NA,NA,NA,-2.8,0.316666666666667,"0",-0.00999999999999979,NA,NA
"83",1953,"Canada","CAN",21.6625,0,6.17,0,5.16666666666667,0,1953-08-10,"0",9.45,0.857,0.2,2.5,4857.8,9.267,NA,NA,NA,NA,-1.4,2.41666666666667,"0",0.119999999999999,NA,NA
"84",1957,"Canada","CAN",29.3266666666667,0,10.71,0,2.5,1.36666666666667,1957-06-21,"0",9.53,0.857,0.2,2.5,5268.2,9.423,NA,NA,NA,NA,1.36666666666667,-2.66666666666667,"0",0.0800000000000001,NA,NA
"85",1958,"Canada","CAN",22.5025,0,9.5,0,1.06666666666667,0,1958-03-31,"0",9.52,0.857,0.2,2.5,5370.8,9.462,NA,NA,NA,NA,-1.36666666666667,-1.43333333333333,"0",-0.00999999999999979,NA,NA
"86",1962,"Canada","CAN",21.605,0,6.775,0,1.775,0,1962-06-18,"0",9.6,1.143,0.667,3,5781.2,9.612,NA,NA,NA,NA,0,0.708333333333333,"0",0.0800000000000001,NA,NA
"87",1963,"Canada","CAN",28.8233333333333,0,6.6,0,0.566666666666667,2.2,1963-04-22,"0",9.63,1.143,0.667,3,5883.8,9.648,NA,NA,NA,NA,2.2,-1.20833333333333,"0",0.0300000000000011,NA,NA
"88",1965,"Canada","CAN",25.4166666666667,0,8.985,0,6.15,0,1965-12-18,"0",9.72,1.143,0.833,3,6089,9.72,NA,NA,NA,NA,-2.2,5.58333333333333,"0",0.0899999999999999,NA,NA
"89",1968,"Canada","CAN",25.9133333333333,0,16.96,0,1.2,1.8,1968-07-06,"0",9.81,1.143,0.833,3,6396.8,9.828,NA,NA,NA,NA,1.8,-4.95,"0",0.0899999999999999,NA,NA
"90",1972,"Canada","CAN",26.3533333333333,0,17.28,0,0.566666666666667,1.8,1972-11-27,"0",9.94,1.286,0.333,3,6807.2,10.162,NA,NA,NA,NA,0,-0.633333333333333,"0",0.129999999999999,NA,NA
"91",1974,"Canada","CAN",27.8866666666667,0,15.44,0,0,0.833333333333333,1974-08-08,"0",10.03,1.286,0.333,3,7012.4,10.424,NA,NA,NA,NA,-0.966666666666667,-0.566666666666667,"0",0.0899999999999999,NA,NA
"92",1979,"Canada","CAN",26.87,0,17.88,0,0.9,0,1979-06-04,"0",10.16,1.286,0.5,3,7525.4,11.079,NA,NA,NA,NA,-0.833333333333333,0.9,"0",0.130000000000001,NA,NA
"93",1980,"Canada","CAN",26.16,0,19.78,0,0.5,0,1980-03-03,"0",10.16,1.429,0.333,3.143,7628,11.21,NA,NA,NA,NA,0,-0.4,"0",0,NA,NA
"94",1984,"Canada","CAN",39.025,0,18.81,0,2.65,2.3,1984-09-17,"0",10.2,1.571,0.333,3.143,8038.4,11.606,NA,NA,NA,NA,2.3,2.15,"0",0.0399999999999991,NA,NA
"95",1988,"Canada","CAN",37.165,0,20.22,2.08,3,2.8,1988-12-07,"0",10.32,1.571,0.333,3.143,8448.8,12.002,NA,NA,NA,NA,0.5,0.35,"0",0.120000000000001,NA,NA
"96",1993,"Canada","CAN",28.66,7.435,6.87,18.72,3.346,0.4485,1993-11-04,"0",10.3,1.571,0.333,3.286,8961.8,12.392,1.93,575,2.01,NA,-2.3515,0.346,"0",-0.0199999999999996,NA,NA
"97",1997,"Canada","CAN",28.65,10.67,5.74,19.35,8.235,0.38425,1997-06-11,"0",10.4,1.571,0.333,3.429,9372.2,12.648,1.63,502,1.68,NA,-0.06425,4.889,"0",0.0999999999999996,-0.3,-73
"98",2000,"Canada","CAN",26.52,10.72,4.66,25.49,4.03925,0,2000-11-27,"0",10.52,1.571,0.333,3.429,9680,12.84,1.55,486,1.59,NA,-0.38425,-4.19575,"0",0.119999999999999,-0.0799999999999998,-16
"99",2004,"Canada","CAN",36.73,12.39,9.985,29.63,1.197,0.561,2004-07-20,"0",10.58,1.571,0.333,3.429,NA,12.936,1.59,518,1.63,NA,0.561,-2.84225,"0",0.0600000000000005,0.04,32
"100",2006,"Canada","CAN",30.23,10.48,10.99,36.27,1.08566666666667,0,2006-02-06,"0",10.63,1.714,0.333,3.429,NA,12.984,1.75,581,1.79,5.4,-0.561,-0.111333333333334,"0",0.0500000000000007,0.16,63
"101",2008,"Canada","CAN",26.3,10,12.5,37.7,0.699666666666667,2.321,2008-10-30,"0",10.64,1.714,0.333,3.429,NA,13.032,1.67,566,1.7,NA,2.321,-0.386,"0",0.00999999999999979,-0.0800000000000001,-15
"102",2011,"Canada","CAN",18.9,6.1,17.25,39.6,2.26666666666667,1.2495,2011-05-02,"0",10.65,1.857,0.333,3.429,NA,13.08,1.64,572,1.67,5.7,-1.0715,1.567,"0",0.00999999999999979,-0.03,6
"103",2015,"Canada","CAN",39.47,4.66,11.58,31.89,1.56375,0,2015-11-04,"0",10.68,1.857,0.333,3.429,NA,13.08,1.56,567,1.58,NA,-1.2495,-0.702916666666667,"0",0.0299999999999994,-0.0799999999999998,-5
"104",2000,"Croatia","HRV",10.7,40.8,0,3.2,5.9662,5.851,2000-01-27,"1",9.49,2.5,1.125,2.333,NA,NA,2.46,120,2.7,NA,NA,NA,NA,NA,NA,NA
"105",2003,"Croatia","HRV",11.4,23.3,8.3,3.9,2.41757142857143,1.193,2003-12-23,"0",9.66,2.5,0.875,2.333,NA,NA,1.92,95,2.17,NA,-4.658,-3.54862857142857,"1",0.17,-0.54,-25
"106",2007,"Croatia","HRV",21.15,11.2666666666667,6.7,2.6,3.41225,2.10066666666667,2008-01-12,"0",9.9,2.25,0.75,2.5,NA,NA,1.66,83,1.9,NA,0.907666666666667,0.994678571428572,"0",0.24,-0.26,-12
"107",2011,"Croatia","HRV",9.04666666666667,41.08,4.19,2.2,5.70842857142857,0,2011-12-23,"1",9.89,2.25,0.5,2.667,NA,NA,1.43,72,1.67,NA,-2.10066666666667,2.29617857142857,"0",-0.00999999999999979,-0.23,-11
"108",2016,"Croatia","HRV",22.3,12.7333333333333,0,3.555,5.44825,1.17,2016-10-19,"0",9.92,2.625,1.125,2.667,NA,NA,1.27,63,1.5,NA,1.17,-0.260178571428572,"1",0.0299999999999994,-0.16,-9
"109",2020,"Croatia","HRV",11.995,23.88,4.145,6.45,5.181375,2.33233333333333,2020-07-23,"0",NA,2.375,1,2.5,NA,NA,NA,NA,NA,NA,1.16233333333333,-0.266875,"0",NA,NA,NA
"110",1996,"Cyprus","CYP",7.03333333333333,8.1,17.2,18.1,3.074,0.673,1996-05-26,"0",9.85,3,1,2.2,387.28,8.084,2.77,19,2.77,NA,NA,NA,NA,NA,NA,NA
"111",2001,"Cyprus","CYP",5.4,6.5,34.7,18.5,3.18625,0,2001-05-27,"0",10.05,3,1,2.6,NA,8.544,2.64,19,2.69,NA,-0.673,0.11225,"0",0.200000000000001,-0.13,0
"112",2006,"Cyprus","CYP",6.795,8.91,31.13,30.34,3.65725,0.4615,2006-05-21,"0",10.21,2.8,0.75,2.6,NA,8.978,2.28,18,2.39,NA,0.4615,0.471,"0",0.16,-0.36,-1
"113",2011,"Cyprus","CYP",7.28333333333333,8.93,32.67,17.68,1.4185,4.928,2011-05-22,"1",10.21,2.6,0.6,2.6,NA,9.325,1.89,18,2.05,NA,4.4665,-2.23875,"0",0,-0.39,0
"114",2016,"Cyprus","CYP",9.65,6.095,25.67,13.2133333333333,2.818,2.59075,2016-05-22,"0",10.15,2.6,0.6,2.6,NA,9.325,1.84,18,2.03,NA,-2.33725,1.3995,"1",-0.0600000000000005,-0.0499999999999998,0
"115",1990,"Czech Republic","CZE",20.6766666666667,4.105,13.24,1.84,1.299,0.14975,1990-06-29,"0",9.56,0.875,0.375,3.714,2550.36,10.318,2.3,246,2.39,NA,NA,NA,NA,NA,NA,NA
"116",1992,"Czech Republic","CZE",9.556,3.9925,10.285,5.98,1.124,0.898222222222222,1992-07-02,"0",9.46,0.875,0.375,3.714,2576.528,10.405,2.37,254,2.46,NA,0.748472222222222,-0.175,"0",-0.0999999999999996,0.0700000000000003,8
"117",1996,"Czech Republic","CZE",11.715,14.765,5.865,5.03,0.2425,0.955,1996-07-02,"0",9.64,0.75,0.375,3.714,2628.864,10.579,2.1,230,2.23,NA,0.0567777777777777,-0.8815,"0",0.18,-0.27,-24
"118",1998,"Czech Republic","CZE",11.6975,12.1633333333333,11.03,3.9,0.363,0.411,1998-07-17,"1",9.66,1,0.375,3.571,2655.032,10.666,1.93,214,2.09,NA,-0.544,0.1205,"0",0.0199999999999996,-0.17,-16
"119",2002,"Czech Republic","CZE",13.84,16.28,18.51,0,2.464,0.869333333333333,2002-07-15,"1",9.82,1,0.375,3.571,NA,10.852,1.71,195,1.9,2.1,0.458333333333333,2.101,"1",0.16,-0.22,-19
"120",2006,"Czech Republic","CZE",14.8933333333333,19.305,12.81,0,0.6865,0.512,2006-08-16,"0",10.08,1.25,0.375,3.714,NA,11.049,1.54,180,1.74,2.7,-0.357333333333333,-1.7775,"1",0.26,-0.17,-15
